"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"61 years"	"61"	344	2534959	13.6
	"2003"	"2003"	"62 years"	"62"	292	2352131	12.4
	"2003"	"2003"	"63 years"	"63"	267	2289143	11.7
	"2003"	"2003"	"64 years"	"64"	250	2168747	11.5
	"2003"	"2003"	"65 years"	"65"	261	2125962	12.3
	"2003"	"2003"	"66 years"	"66"	221	1999916	11.1
	"2003"	"2003"	"67 years"	"67"	247	1961151	12.6
	"2003"	"2003"	"68 years"	"68"	227	1955990	11.6
	"2003"	"2003"	"69 years"	"69"	215	1787777	12.0
	"2003"	"2003"	"70 years"	"70"	223	1777336	12.5
	"2003"	"2003"	"71 years"	"71"	215	1760292	12.2
	"2003"	"2003"	"72 years"	"72"	233	1736351	13.4
	"2003"	"2003"	"73 years"	"73"	254	1751589	14.5
	"2003"	"2003"	"74 years"	"74"	250	1644551	15.2
	"2003"	"2003"	"75 years"	"75"	256	1617308	15.8
	"2003"	"2003"	"76 years"	"76"	240	1567629	15.3
	"2003"	"2003"	"77 years"	"77"	213	1489790	14.3
	"2003"	"2003"	"78 years"	"78"	244	1456995	16.7
	"2003"	"2003"	"79 years"	"79"	218	1366120	16.0
	"2003"	"2003"	"80 years"	"80"	213	1259724	16.9
	"2003"	"2003"	"81 years"	"81"	220	1196760	18.4
	"2003"	"2003"	"82 years"	"82"	206	1100969	18.7
	"2003"	"2003"	"83 years"	"83"	178	997727	17.8
	"2003"	"2003"	"84 years"	"84"	143	843416	17.0
	"2003"	"2003"	"85 years"	"85"	145	Not Applicable	Not Applicable
	"2003"	"2003"	"86 years"	"86"	121	Not Applicable	Not Applicable
	"2003"	"2003"	"87 years"	"87"	103	Not Applicable	Not Applicable
	"2003"	"2003"	"88 years"	"88"	104	Not Applicable	Not Applicable
	"2003"	"2003"	"89 years"	"89"	91	Not Applicable	Not Applicable
	"2003"	"2003"	"90 years"	"90"	67	Not Applicable	Not Applicable
	"2003"	"2003"	"91 years"	"91"	52	Not Applicable	Not Applicable
	"2003"	"2003"	"92 years"	"92"	38	Not Applicable	Not Applicable
	"2003"	"2003"	"93 years"	"93"	32	Not Applicable	Not Applicable
	"2003"	"2003"	"94 years"	"94"	21	Not Applicable	Not Applicable
	"2003"	"2003"	"95 years"	"95"	12	Not Applicable	Not Applicable
	"2003"	"2003"	"96 years"	"96"	9	Not Applicable	Not Applicable
	"2003"	"2003"	"97 years"	"97"	8	Not Applicable	Not Applicable
	"2003"	"2003"	"98 years"	"98"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2003"	"2003"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"Not Stated"	"NS"	7	Not Applicable	Not Applicable
"Total"	"2003"	"2003"			31620	290107933	10.9
	"2004"	"2004"	"8 years"	"8"	2	3933161	Unreliable
	"2004"	"2004"	"10 years"	"10"	12	4151951	Unreliable
	"2004"	"2004"	"11 years"	"11"	18	4207721	Unreliable
	"2004"	"2004"	"12 years"	"12"	37	4293550	0.9
	"2004"	"2004"	"13 years"	"13"	88	4350199	2.0
	"2004"	"2004"	"14 years"	"14"	128	4408259	2.9
	"2004"	"2004"	"15 years"	"15"	177	4264863	4.2
	"2004"	"2004"	"16 years"	"16"	270	4213762	6.4
	"2004"	"2004"	"17 years"	"17"	298	4167308	7.2
	"2004"	"2004"	"18 years"	"18"	442	4214061	10.5
	"2004"	"2004"	"19 years"	"19"	516	4242558	12.2
	"2004"	"2004"	"20 years"	"20"	449	4131771	10.9
	"2004"	"2004"	"21 years"	"21"	548	4180191	13.1
	"2004"	"2004"	"22 years"	"22"	537	4173077	12.9
	"2004"	"2004"	"23 years"	"23"	555	4192674	13.2
	"2004"	"2004"	"24 years"	"24"	531	4167847	12.7
	"2004"	"2004"	"25 years"	"25"	505	3981519	12.7
	"2004"	"2004"	"26 years"	"26"	479	3838225	12.5
	"2004"	"2004"	"27 years"	"27"	468	3801676	12.3
	"2004"	"2004"	"28 years"	"28"	479	3697495	13.0
	"2004"	"2004"	"29 years"	"29"	483	3788140	12.8
	"2004"	"2004"	"30 years"	"30"	464	3737940	12.4
	"2004"	"2004"	"31 years"	"31"	504	3790984	13.3
	"2004"	"2004"	"32 years"	"32"	530	4023788	13.2
	"2004"	"2004"	"33 years"	"33"	589	4257394	13.8
	"2004"	"2004"	"34 years"	"34"	583	4349395	13.4
	"2004"	"2004"	"35 years"	"35"	565	4127056	13.7
	"2004"	"2004"	"36 years"	"36"	529	4048580	13.1
	"2004"	"2004"	"37 years"	"37"	599	4051890	14.8
	"2004"	"2004"	"38 years"	"38"	598	4174027	14.3
	"2004"	"2004"	"39 years"	"39"	668	4473096	14.9
	"2004"	"2004"	"40 years"	"40"	729	4540929	16.1
	"2004"	"2004"	"41 years"	"41"	709	4540376	15.6
	"2004"	"2004"	"42 years"	"42"	761	4555019	16.7
	"2004"	"2004"	"43 years"	"43"	727	4610120	15.8
	"2004"	"2004"	"44 years"	"44"	781	4679182	16.7
	"2004"	"2004"	"45 years"	"45"	753	4486566	16.8
	"2004"	"2004"	"46 years"	"46"	748	4506067	16.6
	"2004"	"2004"	"47 years"	"47"	784	4465196	17.6
	"2004"	"2004"	"48 years"	"48"	746	4287486	17.4
	"2004"	"2004"	"49 years"	"49"	728	4319947	16.9
	"2004"	"2004"	"50 years"	"50"	707	4121104	17.2
	"2004"	"2004"	"51 years"	"51"	647	4010062	16.1
	"2004"	"2004"	"52 years"	"52"	618	3868188	16.0
	"2004"	"2004"	"53 years"	"53"	592	3782872	15.6
	"2004"	"2004"	"54 years"	"54"	614	3782442	16.2
	"2004"	"2004"	"55 years"	"55"	512	3618001	14.2
	"2004"	"2004"	"56 years"	"56"	505	3603856	14.0
	"2004"	"2004"	"57 years"	"57"	525	3763702	13.9
	"2004"	"2004"	"58 years"	"58"	415	2819754	14.7
	"2004"	"2004"	"59 years"	"59"	403	2801863	14.4
	"2004"	"2004"	"60 years"	"60"	401	2739059	14.6
	"2004"	"2004"	"61 years"	"61"	403	2848602	14.1
	"2004"	"2004"	"62 years"	"62"	307	2515357	12.2
	"2004"	"2004"	"63 years"	"63"	294	2335553	12.6
	"2004"	"2004"	"64 years"	"64"	265	2259557	11.7
	"2004"	"2004"	"65 years"	"65"	248	2148431	11.5
	"2004"	"2004"	"66 years"	"66"	243	2098650	11.6
	"2004"	"2004"	"67 years"	"67"	228	1975087	11.5
	"2004"	"2004"	"68 years"	"68"	205	1930847	10.6
	"2004"	"2004"	"69 years"	"69"	218	1920414	11.4
	"2004"	"2004"	"70 years"	"70"	223	1744903	12.8
	"2004"	"2004"	"71 years"	"71"	238	1747347	13.6
	"2004"	"2004"	"72 years"	"72"	219	1713793	12.8
	"2004"	"2004"	"73 years"	"73"	234	1691931	13.8
	"2004"	"2004"	"74 years"	"74"	243	1696130	14.3
	"2004"	"2004"	"75 years"	"75"	276	1581121	17.5
	"2004"	"2004"	"76 years"	"76"	229	1566753	14.6
	"2004"	"2004"	"77 years"	"77"	233	1501866	15.5
	"2004"	"2004"	"78 years"	"78"	222	1425682	15.6
	"2004"	"2004"	"79 years"	"79"	238	1385977	17.2
	"2004"	"2004"	"80 years"	"80"	192	1286733	14.9
	"2004"	"2004"	"81 years"	"81"	201	1189534	16.9
	"2004"	"2004"	"82 years"	"82"	231	1115106	20.7
	"2004"	"2004"	"83 years"	"83"	160	1023151	15.6
	"2004"	"2004"	"84 years"	"84"	160	913980	17.5
	"2004"	"2004"	"85 years"	"85"	146	Not Applicable	Not Applicable
	"2004"	"2004"	"86 years"	"86"	127	Not Applicable	Not Applicable
	"2004"	"2004"	"87 years"	"87"	122	Not Applicable	Not Applicable
	"2004"	"2004"	"88 years"	"88"	86	Not Applicable	Not Applicable
	"2004"	"2004"	"89 years"	"89"	77	Not Applicable	Not Applicable
	"2004"	"2004"	"90 years"	"90"	61	Not Applicable	Not Applicable
	"2004"	"2004"	"91 years"	"91"	57	Not Applicable	Not Applicable
	"2004"	"2004"	"92 years"	"92"	37	Not Applicable	Not Applicable
	"2004"	"2004"	"93 years"	"93"	37	Not Applicable	Not Applicable
	"2004"	"2004"	"94 years"	"94"	20	Not Applicable	Not Applicable
	"2004"	"2004"	"95 years"	"95"	20	Not Applicable	Not Applicable
	"2004"	"2004"	"96 years"	"96"	2	Not Applicable	Not Applicable
	"2004"	"2004"	"97 years"	"97"	6	Not Applicable	Not Applicable
	"2004"	"2004"	"98 years"	"98"	4	Not Applicable	Not Applicable
	"2004"	"2004"	"99 years"	"99"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"100+ years"	"100"	5	Not Applicable	Not Applicable
	"2004"	"2004"	"Not Stated"	"NS"	11	Not Applicable	Not Applicable
"Total"	"2004"	"2004"			32587	292805298	11.1
	"2005"	"2005"	"8 years"	"8"	1	3861877	Unreliable
	"2005"	"2005"	"9 years"	"9"	1	3967069	Unreliable
	"2005"	"2005"	"10 years"	"10"	9	4150122	Unreliable
	"2005"	"2005"	"11 years"	"11"	26	4149228	0.6
	"2005"	"2005"	"12 years"	"12"	39	4251162	0.9
	"2005"	"2005"	"13 years"	"13"	65	4308851	1.5
	"2005"	"2005"	"14 years"	"14"	131	4353216	3.0
	"2005"	"2005"	"15 years"	"15"	187	4456969	4.2
	"2005"	"2005"	"16 years"	"16"	226	4308145	5.2
	"2005"	"2005"	"17 years"	"17"	335	4239509	7.9
	"2005"	"2005"	"18 years"	"18"	389	4225126	9.2
	"2005"	"2005"	"19 years"	"19"	477	4256465	11.2
	"2005"	"2005"	"20 years"	"20"	480	4241197	11.3
	"2005"	"2005"	"21 years"	"21"	535	4150658	12.9
	"2005"	"2005"	"22 years"	"22"	512	4176096	12.3
	"2005"	"2005"	"23 years"	"23"	566	4183656	13.5
	"2005"	"2005"	"24 years"	"24"	510	4208348	12.1
	"2005"	"2005"	"25 years"	"25"	523	4206096	12.4
	"2005"	"2005"	"26 years"	"26"	480	3966722	12.1
	"2005"	"2005"	"27 years"	"27"	503	3870040	13.0
	"2005"	"2005"	"28 years"	"28"	455	3805526	12.0
	"2005"	"2005"	"29 years"	"29"	424	3686326	11.5
	"2005"	"2005"	"30 years"	"30"	493	3866581	12.8
	"2005"	"2005"	"31 years"	"31"	479	3705594	12.9
	"2005"	"2005"	"32 years"	"32"	527	3848038	13.7
	"2005"	"2005"	"33 years"	"33"	534	4035045	13.2
	"2005"	"2005"	"34 years"	"34"	582	4268679	13.6
	"2005"	"2005"	"35 years"	"35"	612	4377057	14.0
	"2005"	"2005"	"36 years"	"36"	515	4130501	12.5
	"2005"	"2005"	"37 years"	"37"	554	4044933	13.7
	"2005"	"2005"	"38 years"	"38"	584	4060608	14.4
	"2005"	"2005"	"39 years"	"39"	638	4185554	15.2
	"2005"	"2005"	"40 years"	"40"	669	4470383	15.0
	"2005"	"2005"	"41 years"	"41"	717	4553968	15.7
	"2005"	"2005"	"42 years"	"42"	760	4537278	16.8
	"2005"	"2005"	"43 years"	"43"	723	4559728	15.9
	"2005"	"2005"	"44 years"	"44"	802	4585528	17.5
	"2005"	"2005"	"45 years"	"45"	793	4666734	17.0
	"2005"	"2005"	"46 years"	"46"	724	4496805	16.1
	"2005"	"2005"	"47 years"	"47"	789	4511695	17.5
	"2005"	"2005"	"48 years"	"48"	764	4449860	17.2
	"2005"	"2005"	"49 years"	"49"	710	4292077	16.5
	"2005"	"2005"	"50 years"	"50"	651	4295348	15.2
	"2005"	"2005"	"51 years"	"51"	659	4138594	15.9
	"2005"	"2005"	"52 years"	"52"	673	3989065	16.9
	"2005"	"2005"	"53 years"	"53"	651	3871906	16.8
	"2005"	"2005"	"54 years"	"54"	601	3783820	15.9
	"2005"	"2005"	"55 years"	"55"	566	3748247	15.1
	"2005"	"2005"	"56 years"	"56"	502	3625240	13.8
	"2005"	"2005"	"57 years"	"57"	483	3582008	13.5
	"2005"	"2005"	"58 years"	"58"	529	3748661	14.1
	"2005"	"2005"	"59 years"	"59"	403	2799064	14.4
	"2005"	"2005"	"60 years"	"60"	392	2763609	14.2
	"2005"	"2005"	"61 years"	"61"	388	2745139	14.1
	"2005"	"2005"	"62 years"	"62"	358	2827064	12.7
	"2005"	"2005"	"63 years"	"63"	314	2498812	12.6
	"2005"	"2005"	"64 years"	"64"	291	2303653	12.6
	"2005"	"2005"	"65 years"	"65"	253	2240858	11.3
	"2005"	"2005"	"66 years"	"66"	249	2121740	11.7
	"2005"	"2005"	"67 years"	"67"	230	2074635	11.1
	"2005"	"2005"	"68 years"	"68"	233	1945279	12.0
	"2005"	"2005"	"69 years"	"69"	237	1896115	12.5
	"2005"	"2005"	"70 years"	"70"	221	1873726	11.8
	"2005"	"2005"	"71 years"	"71"	220	1718367	12.8
	"2005"	"2005"	"72 years"	"72"	226	1700960	13.3
	"2005"	"2005"	"73 years"	"73"	233	1671512	13.9
	"2005"	"2005"	"74 years"	"74"	250	1638505	15.3
	"2005"	"2005"	"75 years"	"75"	230	1629763	14.1
	"2005"	"2005"	"76 years"	"76"	233	1535359	15.2
	"2005"	"2005"	"77 years"	"77"	230	1501643	15.3
	"2005"	"2005"	"78 years"	"78"	236	1439475	16.4
	"2005"	"2005"	"79 years"	"79"	223	1357369	16.4
	"2005"	"2005"	"80 years"	"80"	210	1305661	16.1
	"2005"	"2005"	"81 years"	"81"	216	1218283	17.7
	"2005"	"2005"	"82 years"	"82"	239	1109756	21.5
	"2005"	"2005"	"83 years"	"83"	217	1038431	20.9
	"2005"	"2005"	"84 years"	"84"	180	939062	19.2
	"2005"	"2005"	"85 years"	"85"	160	Not Applicable	Not Applicable
	"2005"	"2005"	"86 years"	"86"	144	Not Applicable	Not Applicable
	"2005"	"2005"	"87 years"	"87"	110	Not Applicable	Not Applicable
	"2005"	"2005"	"88 years"	"88"	92	Not Applicable	Not Applicable
	"2005"	"2005"	"89 years"	"89"	92	Not Applicable	Not Applicable
	"2005"	"2005"	"90 years"	"90"	72	Not Applicable	Not Applicable
	"2005"	"2005"	"91 years"	"91"	52	Not Applicable	Not Applicable
	"2005"	"2005"	"92 years"	"92"	46	Not Applicable	Not Applicable
	"2005"	"2005"	"93 years"	"93"	31	Not Applicable	Not Applicable
	"2005"	"2005"	"94 years"	"94"	26	Not Applicable	Not Applicable
	"2005"	"2005"	"95 years"	"95"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"97 years"	"97"	7	Not Applicable	Not Applicable
	"2005"	"2005"	"98 years"	"98"	4	Not Applicable	Not Applicable
	"2005"	"2005"	"99 years"	"99"	1	Not Applicable	Not Applicable
	"2005"	"2005"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"2005"	"2005"	"Not Stated"	"NS"	8	Not Applicable	Not Applicable
"Total"	"2005"	"2005"			32746	295516599	11.1
	"2006"	"2006"	"8 years"	"8"	2	3852265	Unreliable
	"2006"	"2006"	"9 years"	"9"	1	3901754	Unreliable
	"2006"	"2006"	"10 years"	"10"	3	4121105	Unreliable
	"2006"	"2006"	"11 years"	"11"	20	4141970	0.5
	"2006"	"2006"	"12 years"	"12"	30	4196880	0.7
	"2006"	"2006"	"13 years"	"13"	57	4264733	1.3
	"2006"	"2006"	"14 years"	"14"	106	4308450	2.5
	"2006"	"2006"	"15 years"	"15"	192	4406515	4.4
	"2006"	"2006"	"16 years"	"16"	237	4502997	5.3
	"2006"	"2006"	"17 years"	"17"	293	4331493	6.8
	"2006"	"2006"	"18 years"	"18"	356	4301050	8.3
	"2006"	"2006"	"19 years"	"19"	478	4265654	11.2
	"2006"	"2006"	"20 years"	"20"	473	4248095	11.1
	"2006"	"2006"	"21 years"	"21"	558	4258790	13.1
	"2006"	"2006"	"22 years"	"22"	517	4141532	12.5
	"2006"	"2006"	"23 years"	"23"	530	4186427	12.7
	"2006"	"2006"	"24 years"	"24"	558	4201291	13.3
	"2006"	"2006"	"25 years"	"25"	571	4254643	13.4
	"2006"	"2006"	"26 years"	"26"	520	4186325	12.4
	"2006"	"2006"	"27 years"	"27"	513	4004498	12.8
	"2006"	"2006"	"28 years"	"28"	482	3874154	12.4
	"2006"	"2006"	"29 years"	"29"	479	3790391	12.6
	"2006"	"2006"	"30 years"	"30"	486	3779051	12.9
	"2006"	"2006"	"31 years"	"31"	483	3824265	12.6
	"2006"	"2006"	"32 years"	"32"	432	3772538	11.5
	"2006"	"2006"	"33 years"	"33"	487	3860165	12.6
	"2006"	"2006"	"34 years"	"34"	541	4049149	13.4
	"2006"	"2006"	"35 years"	"35"	620	4302604	14.4
	"2006"	"2006"	"36 years"	"36"	606	4380502	13.8
	"2006"	"2006"	"37 years"	"37"	619	4126573	15.0
	"2006"	"2006"	"38 years"	"38"	618	4056686	15.2
	"2006"	"2006"	"39 years"	"39"	660	4074868	16.2
	"2006"	"2006"	"40 years"	"40"	619	4184594	14.8
	"2006"	"2006"	"41 years"	"41"	658	4488189	14.7
	"2006"	"2006"	"42 years"	"42"	708	4552280	15.6
	"2006"	"2006"	"43 years"	"43"	720	4544742	15.8
	"2006"	"2006"	"44 years"	"44"	781	4532763	17.2
	"2006"	"2006"	"45 years"	"45"	751	4573546	16.4
	"2006"	"2006"	"46 years"	"46"	798	4682144	17.0
	"2006"	"2006"	"47 years"	"47"	802	4506142	17.8
	"2006"	"2006"	"48 years"	"48"	772	4495342	17.2
	"2006"	"2006"	"49 years"	"49"	778	4458112	17.5
	"2006"	"2006"	"50 years"	"50"	737	4264904	17.3
	"2006"	"2006"	"51 years"	"51"	754	4320192	17.5
	"2006"	"2006"	"52 years"	"52"	751	4114856	18.3
	"2006"	"2006"	"53 years"	"53"	688	3996095	17.2
	"2006"	"2006"	"54 years"	"54"	614	3874826	15.8
	"2006"	"2006"	"55 years"	"55"	629	3745012	16.8
	"2006"	"2006"	"56 years"	"56"	552	3760899	14.7
	"2006"	"2006"	"57 years"	"57"	532	3601973	14.8
	"2006"	"2006"	"58 years"	"58"	542	3568659	15.2
	"2006"	"2006"	"59 years"	"59"	542	3720317	14.6
	"2006"	"2006"	"60 years"	"60"	429	2757092	15.6
	"2006"	"2006"	"61 years"	"61"	383	2776869	13.8
	"2006"	"2006"	"62 years"	"62"	334	2725651	12.3
	"2006"	"2006"	"63 years"	"63"	349	2810202	12.4
	"2006"	"2006"	"64 years"	"64"	304	2463439	12.3
	"2006"	"2006"	"65 years"	"65"	271	2286008	11.9
	"2006"	"2006"	"66 years"	"66"	309	2213751	14.0
	"2006"	"2006"	"67 years"	"67"	251	2098690	12.0
	"2006"	"2006"	"68 years"	"68"	265	2044245	13.0
	"2006"	"2006"	"69 years"	"69"	217	1910507	11.4
	"2006"	"2006"	"70 years"	"70"	223	1848556	12.1
	"2006"	"2006"	"71 years"	"71"	209	1848947	11.3
	"2006"	"2006"	"72 years"	"72"	225	1672443	13.5
	"2006"	"2006"	"73 years"	"73"	212	1660842	12.8
	"2006"	"2006"	"74 years"	"74"	216	1619038	13.3
	"2006"	"2006"	"75 years"	"75"	265	1573506	16.8
	"2006"	"2006"	"76 years"	"76"	229	1587027	14.4
	"2006"	"2006"	"77 years"	"77"	220	1472328	14.9
	"2006"	"2006"	"78 years"	"78"	229	1441641	15.9
	"2006"	"2006"	"79 years"	"79"	215	1372532	15.7
	"2006"	"2006"	"80 years"	"80"	226	1278890	17.7
	"2006"	"2006"	"81 years"	"81"	201	1239927	16.2
	"2006"	"2006"	"82 years"	"82"	187	1138135	16.4
	"2006"	"2006"	"83 years"	"83"	175	1036784	16.9
	"2006"	"2006"	"84 years"	"84"	140	954381	14.7
	"2006"	"2006"	"85 years"	"85"	171	Not Applicable	Not Applicable
	"2006"	"2006"	"86 years"	"86"	136	Not Applicable	Not Applicable
	"2006"	"2006"	"87 years"	"87"	113	Not Applicable	Not Applicable
	"2006"	"2006"	"88 years"	"88"	107	Not Applicable	Not Applicable
	"2006"	"2006"	"89 years"	"89"	79	Not Applicable	Not Applicable
	"2006"	"2006"	"90 years"	"90"	61	Not Applicable	Not Applicable
	"2006"	"2006"	"91 years"	"91"	46	Not Applicable	Not Applicable
	"2006"	"2006"	"92 years"	"92"	52	Not Applicable	Not Applicable
	"2006"	"2006"	"93 years"	"93"	30	Not Applicable	Not Applicable
	"2006"	"2006"	"94 years"	"94"	18	Not Applicable	Not Applicable
	"2006"	"2006"	"95 years"	"95"	12	Not Applicable	Not Applicable
	"2006"	"2006"	"96 years"	"96"	7	Not Applicable	Not Applicable
	"2006"	"2006"	"97 years"	"97"	3	Not Applicable	Not Applicable
	"2006"	"2006"	"98 years"	"98"	5	Not Applicable	Not Applicable
	"2006"	"2006"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2006"	"2006"	"100+ years"	"100"	5	Not Applicable	Not Applicable
	"2006"	"2006"	"Not Stated"	"NS"	8	Not Applicable	Not Applicable
"Total"	"2006"	"2006"			33395	298379912	11.2
	"2007"	"2007"	"6 years"	"6"	1	4046402	Unreliable
	"2007"	"2007"	"7 years"	"7"	1	3914743	Unreliable
	"2007"	"2007"	"9 years"	"9"	2	3896888	Unreliable
	"2007"	"2007"	"10 years"	"10"	11	4075718	Unreliable
	"2007"	"2007"	"11 years"	"11"	18	4106492	Unreliable
	"2007"	"2007"	"12 years"	"12"	25	4192002	0.6
	"2007"	"2007"	"13 years"	"13"	49	4207326	1.2
	"2007"	"2007"	"14 years"	"14"	77	4259504	1.8
	"2007"	"2007"	"15 years"	"15"	158	4364495	3.6
	"2007"	"2007"	"16 years"	"16"	229	4452250	5.1
	"2007"	"2007"	"17 years"	"17"	267	4521045	5.9
	"2007"	"2007"	"18 years"	"18"	393	4394638	8.9
	"2007"	"2007"	"19 years"	"19"	435	4335388	10.0
	"2007"	"2007"	"20 years"	"20"	461	4242404	10.9
	"2007"	"2007"	"21 years"	"21"	532	4257371	12.5
	"2007"	"2007"	"22 years"	"22"	595	4236043	14.0
	"2007"	"2007"	"23 years"	"23"	517	4143940	12.5
	"2007"	"2007"	"24 years"	"24"	557	4198241	13.3
	"2007"	"2007"	"25 years"	"25"	565	4245572	13.3
	"2007"	"2007"	"26 years"	"26"	552	4222850	13.1
	"2007"	"2007"	"27 years"	"27"	504	4224395	11.9
	"2007"	"2007"	"28 years"	"28"	515	3999799	12.9
	"2007"	"2007"	"29 years"	"29"	539	3850082	14.0
	"2007"	"2007"	"30 years"	"30"	501	3894527	12.9
	"2007"	"2007"	"31 years"	"31"	480	3724612	12.9
	"2007"	"2007"	"32 years"	"32"	546	3899463	14.0
	"2007"	"2007"	"33 years"	"33"	513	3780927	13.6
	"2007"	"2007"	"34 years"	"34"	574	3871236	14.8
	"2007"	"2007"	"35 years"	"35"	576	4083733	14.1
	"2007"	"2007"	"36 years"	"36"	634	4302578	14.7
	"2007"	"2007"	"37 years"	"37"	610	4370533	14.0
	"2007"	"2007"	"38 years"	"38"	621	4136991	15.0
	"2007"	"2007"	"39 years"	"39"	586	4070056	14.4
	"2007"	"2007"	"40 years"	"40"	692	4071341	17.0
	"2007"	"2007"	"41 years"	"41"	695	4202260	16.5
	"2007"	"2007"	"42 years"	"42"	714	4485432	15.9
	"2007"	"2007"	"43 years"	"43"	778	4560505	17.1
	"2007"	"2007"	"44 years"	"44"	828	4512801	18.3
	"2007"	"2007"	"45 years"	"45"	791	4519792	17.5
	"2007"	"2007"	"46 years"	"46"	820	4591932	17.9
	"2007"	"2007"	"47 years"	"47"	826	4694196	17.6
	"2007"	"2007"	"48 years"	"48"	828	4487653	18.5
	"2007"	"2007"	"49 years"	"49"	801	4506188	17.8
	"2007"	"2007"	"50 years"	"50"	746	4426479	16.9
	"2007"	"2007"	"51 years"	"51"	755	4294933	17.6
	"2007"	"2007"	"52 years"	"52"	809	4292620	18.8
	"2007"	"2007"	"53 years"	"53"	726	4124978	17.6
	"2007"	"2007"	"54 years"	"54"	704	4001168	17.6
	"2007"	"2007"	"55 years"	"55"	679	3829701	17.7
	"2007"	"2007"	"56 years"	"56"	610	3761384	16.2
	"2007"	"2007"	"57 years"	"57"	595	3734883	15.9
	"2007"	"2007"	"58 years"	"58"	558	3588953	15.5
	"2007"	"2007"	"59 years"	"59"	534	3539851	15.1
	"2007"	"2007"	"60 years"	"60"	588	3659454	16.1
	"2007"	"2007"	"61 years"	"61"	416	2775802	15.0
	"2007"	"2007"	"62 years"	"62"	354	2757918	12.8
	"2007"	"2007"	"63 years"	"63"	356	2711325	13.1
	"2007"	"2007"	"64 years"	"64"	404	2769163	14.6
	"2007"	"2007"	"65 years"	"65"	296	2445756	12.1
	"2007"	"2007"	"66 years"	"66"	277	2257671	12.3
	"2007"	"2007"	"67 years"	"67"	290	2191327	13.2
	"2007"	"2007"	"68 years"	"68"	257	2068095	12.4
	"2007"	"2007"	"69 years"	"69"	264	2007386	13.2
	"2007"	"2007"	"70 years"	"70"	205	1860716	11.0
	"2007"	"2007"	"71 years"	"71"	212	1826784	11.6
	"2007"	"2007"	"72 years"	"72"	229	1798955	12.7
	"2007"	"2007"	"73 years"	"73"	209	1633722	12.8
	"2007"	"2007"	"74 years"	"74"	210	1608315	13.1
	"2007"	"2007"	"75 years"	"75"	227	1553097	14.6
	"2007"	"2007"	"76 years"	"76"	249	1535224	16.2
	"2007"	"2007"	"77 years"	"77"	270	1521903	17.7
	"2007"	"2007"	"78 years"	"78"	247	1414814	17.5
	"2007"	"2007"	"79 years"	"79"	214	1375325	15.6
	"2007"	"2007"	"80 years"	"80"	200	1292775	15.5
	"2007"	"2007"	"81 years"	"81"	208	1216593	17.1
	"2007"	"2007"	"82 years"	"82"	176	1158822	15.2
	"2007"	"2007"	"83 years"	"83"	171	1065220	16.1
	"2007"	"2007"	"84 years"	"84"	165	953666	17.3
	"2007"	"2007"	"85 years"	"85"	165	Not Applicable	Not Applicable
	"2007"	"2007"	"86 years"	"86"	152	Not Applicable	Not Applicable
	"2007"	"2007"	"87 years"	"87"	121	Not Applicable	Not Applicable
	"2007"	"2007"	"88 years"	"88"	84	Not Applicable	Not Applicable
	"2007"	"2007"	"89 years"	"89"	73	Not Applicable	Not Applicable
	"2007"	"2007"	"90 years"	"90"	75	Not Applicable	Not Applicable
	"2007"	"2007"	"91 years"	"91"	57	Not Applicable	Not Applicable
	"2007"	"2007"	"92 years"	"92"	44	Not Applicable	Not Applicable
	"2007"	"2007"	"93 years"	"93"	39	Not Applicable	Not Applicable
	"2007"	"2007"	"94 years"	"94"	14	Not Applicable	Not Applicable
	"2007"	"2007"	"95 years"	"95"	17	Not Applicable	Not Applicable
	"2007"	"2007"	"96 years"	"96"	9	Not Applicable	Not Applicable
	"2007"	"2007"	"97 years"	"97"	7	Not Applicable	Not Applicable
	"2007"	"2007"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2007"	"2007"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"Not Stated"	"NS"	6	Not Applicable	Not Applicable
"Total"	"2007"	"2007"			34695	301231207	11.5
	"2008"	"2008"	"5 years"	"5"	1	4024297	Unreliable
	"2008"	"2008"	"6 years"	"6"	1	3988117	Unreliable
	"2008"	"2008"	"7 years"	"7"	1	4073291	Unreliable
	"2008"	"2008"	"9 years"	"9"	4	3913353	Unreliable
	"2008"	"2008"	"10 years"	"10"	3	4093680	Unreliable
	"2008"	"2008"	"11 years"	"11"	14	4055388	Unreliable
	"2008"	"2008"	"12 years"	"12"	25	4159477	0.6
	"2008"	"2008"	"13 years"	"13"	64	4200016	1.5
	"2008"	"2008"	"14 years"	"14"	109	4198094	2.6
	"2008"	"2008"	"15 years"	"15"	174	4318982	4.0
